212617; 00:10:04; 226; 267.0; 14507280.0
0; 2857; 236; 1676; 19766; 26081; 29655; 1214; 1; 4406; 00:12:29; 316; 271.0; 14507280.0
0; 2866; 231; 1656; 18950; 26768; 29428; 1205; 1; 4527; 00:14:53; 405; 271.0; 14507280.0
0; 2867; 235; 1658; 19653; 26179; 29597; 1229; 1; 5219; 00:17:19; 495; 271.0; 14507280.0
0; 2871; 234; 1653; 19737; 26247; 29487; 1213; 1; 4461; 00:19:44; 585; 271.0; 14507280.0
0; 2875; 237; 1666; 19716; 26898; 29383; 1193; 1; 4529; 00:22:09; 675; 271.0; 14507280.0
0; 2862; 232; 1648; 19787; 26356; 29517; 1242; 2; 5182; 00:24:35; 766; 271.0; 14507280.0
0; 2872; 241; 1652; 19662; 27157; 30214; 1213; 1; 4568; 00:27:02; 857; 271.0; 14507280.0
0; 2872; 236; 1665; 19515; 26057; 29550; 1204; 1; 5197; 00:29:29; 947; 271.0; 14507280.0
0; 2867; 232; 1656; 19666; 26945; 29490; 1224; 1; 4455; 00:31:54; 1037; 271.0; 14507280.0
0; 2874; 235; 1648; 19941; 26147; 29635; 1197; 1; 5241; 00:34:20; 1128; 271.0; 14507280.0
